trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;contig_ori;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;superctg_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;superctg_name;VARCHAR(20);false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;superctg_ori;TINYINT(2);false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;superctg_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;assembly;Deletion:UpdateTable;type;VARCHAR(20);true;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;assembly_exception_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;exc_seq_region_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;exc_seq_region_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;exc_seq_region_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;exc_type;ENUM('HAP','PAR');false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;ori;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;seq_region_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;seq_region_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;assembly_exception;Insertion:NewTable;seq_region_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;attrib_type;Insertion:NewTable;attrib_type_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;attrib_type;Insertion:NewTable;code;VARCHAR(15);false;0;-
191;1065192491.sql;1073656202.sql;attrib_type;Insertion:NewTable;description;TEXT;false;0;-
191;1065192491.sql;1073656202.sql;attrib_type;Insertion:NewTable;name;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;chromosome;Deletion:DeleteTable;chromosome_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;chromosome;Deletion:DeleteTable;length;INT(11);false;0;-
191;1065192491.sql;1073656202.sql;chromosome;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;clone_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;created;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;embl_acc;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;embl_version;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;htg_phase;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;modified;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;clone;Deletion:DeleteTable;version;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;clone_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;contig_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;dna_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;embl_offset;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;length;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;contig;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;coord_system;Insertion:NewTable;attrib;SET('TOP_LEVEL','DEFAULT_VERSION','SEQUENCE_LEVEL');false;0;-
191;1065192491.sql;1073656202.sql;coord_system;Insertion:NewTable;coord_system_id;INT;true;0;-
191;1065192491.sql;1073656202.sql;coord_system;Insertion:NewTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;coord_system;Insertion:NewTable;version;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;density_feature_id;INT;true;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;density_type_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;density_value;FLOAT;false;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;seq_region_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;seq_region_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_feature;Insertion:NewTable;seq_region_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_type;Insertion:NewTable;analysis_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_type;Insertion:NewTable;block_size;INT;false;0;-
191;1065192491.sql;1073656202.sql;density_type;Insertion:NewTable;density_type_id;INT;true;0;-
191;1065192491.sql;1073656202.sql;density_type;Insertion:NewTable;value_type;ENUM('SUM','RATIO');false;0;-
191;1065192491.sql;1073656202.sql;dna;Deletion:UpdateTable;created;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;dna;Deletion:UpdateTable;dna_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;dna;Insertion:UpdateTable;seq_region_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Deletion:UpdateTable;contig_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;dna_align_feature;Insertion:UpdateTable;seq_region_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;dnac;Deletion:UpdateTable;created;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;dnac;Deletion:UpdateTable;dna_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;dnac;Insertion:UpdateTable;seq_region_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;dnafrag;Deletion:DeleteTable;dnafrag_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;dnafrag;Deletion:DeleteTable;dnafrag_type;ENUM('RAWCONTIG','CHROMOSOME');false;0;-
191;1065192491.sql;1073656202.sql;dnafrag;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;exon;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Deletion:UpdateTable;contig_strand;TINYINT(2);false;0;-
191;1065192491.sql;1073656202.sql;exon;Deletion:UpdateTable;sticky_rank;TINYINT;true;0;-
191;1065192491.sql;1073656202.sql;exon;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;exon;Insertion:UpdateTable;seq_region_strand;TINYINT(2);false;0;-
191;1065192491.sql;1073656202.sql;exon_stable_id;Deletion:UpdateTable;created;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;exon_stable_id;Deletion:UpdateTable;modified;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;exon_stable_id;Update:TypeChange;stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;gene;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;gene;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;gene;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;gene;Insertion:UpdateTable;seq_region_strand;TINYINT(2);false;0;-
191;1065192491.sql;1073656202.sql;gene;Deletion:UpdateTable;transcript_count;INT;false;0;-
191;1065192491.sql;1073656202.sql;gene_archive;Update:TypeChange;gene_stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;gene_archive;Update:TypeChange;transcript_stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;gene_archive;Update:TypeChange;translation_stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;gene_stable_id;Deletion:UpdateTable;created;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;gene_stable_id;Deletion:UpdateTable;modified;DATETIME;false;0;-
191;1065192491.sql;1073656202.sql;gene_stable_id;Update:TypeChange;stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;identity_xref;Insertion:UpdateTable;hit_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;identity_xref;Insertion:UpdateTable;hit_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;identity_xref;Deletion:UpdateTable;query_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;identity_xref;Deletion:UpdateTable;query_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Update:KeyChange;band;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Deletion:UpdateTable;chr_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Deletion:UpdateTable;chr_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Deletion:UpdateTable;chromosome_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;karyotype;Insertion:UpdateTable;karyotype_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;karyotype;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Insertion:UpdateTable;seq_region_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;karyotype;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;map_density;Deletion:UpdateTable;chr_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;map_density;Deletion:UpdateTable;chr_start;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;map_density;Deletion:UpdateTable;chromosome_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;map_density;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;map_density;Insertion:UpdateTable;seq_region_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;map_density;Insertion:UpdateTable;seq_region_start;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;mapannotation;Deletion:DeleteTable;mapannotation_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;mapannotation;Deletion:DeleteTable;mapannotationtype_id;SMALLINT(5);false;0;-
191;1065192491.sql;1073656202.sql;mapannotation;Deletion:DeleteTable;mapfrag_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;mapannotation;Deletion:DeleteTable;value;VARCHAR(240);false;0;-
191;1065192491.sql;1073656202.sql;mapannotationtype;Deletion:DeleteTable;code;VARCHAR(15);false;0;-
191;1065192491.sql;1073656202.sql;mapannotationtype;Deletion:DeleteTable;description;TEXT;false;0;-
191;1065192491.sql;1073656202.sql;mapannotationtype;Deletion:DeleteTable;mapannotationtype_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;mapannotationtype;Deletion:DeleteTable;name;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;dnafrag_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;mapfrag_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;orientation;TINYINT(4);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;seq_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;seq_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;mapfrag;Deletion:DeleteTable;type;ENUM('CLONE','SUPERCTG','ASSEMBLY_CONTIG','BAND','CHR','MATEPAIR','HAPLOBLOCK');false;0;-
191;1065192491.sql;1073656202.sql;mapfrag_mapset;Deletion:DeleteTable;mapfrag_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;mapfrag_mapset;Deletion:DeleteTable;mapset_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;mapset;Deletion:DeleteTable;code;VARCHAR(15);false;0;-
191;1065192491.sql;1073656202.sql;mapset;Deletion:DeleteTable;description;TEXT;false;0;-
191;1065192491.sql;1073656202.sql;mapset;Deletion:DeleteTable;mapset_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;mapset;Deletion:DeleteTable;max_length;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;mapset;Deletion:DeleteTable;name;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_feature;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;marker_map_location;Deletion:UpdateTable;chromosome_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;marker_map_location;Insertion:UpdateTable;chromosome_name;VARCHAR(15);false;0;-
191;1065192491.sql;1073656202.sql;meta_coord;Insertion:NewTable;coord_system_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;meta_coord;Insertion:NewTable;table_name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;misc_attrib;Insertion:NewTable;attrib_type_id;SMALLINT(5);false;0;-
191;1065192491.sql;1073656202.sql;misc_attrib;Insertion:NewTable;misc_feature_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;misc_attrib;Insertion:NewTable;value;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;misc_feature;Insertion:NewTable;misc_feature_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;misc_feature;Insertion:NewTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;misc_feature;Insertion:NewTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;misc_feature;Insertion:NewTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;misc_feature;Insertion:NewTable;seq_region_strand;TINYINT(4);false;0;-
191;1065192491.sql;1073656202.sql;misc_feature_misc_set;Insertion:NewTable;misc_feature_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;misc_feature_misc_set;Insertion:NewTable;misc_set_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;misc_set;Insertion:NewTable;code;VARCHAR(15);false;0;-
191;1065192491.sql;1073656202.sql;misc_set;Insertion:NewTable;description;TEXT;false;0;-
191;1065192491.sql;1073656202.sql;misc_set;Insertion:NewTable;max_length;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;misc_set;Insertion:NewTable;misc_set_id;SMALLINT(5);true;0;-
191;1065192491.sql;1073656202.sql;misc_set;Insertion:NewTable;name;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;peptide_archive;Update:TypeChange;translation_stable_id;VARCHAR(128);true;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;exon_rank;SMALLINTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;p_value;DOUBLE;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;prediction_exon_id;INTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;prediction_transcript_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;score;DOUBLE;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;seq_region_end;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;seq_region_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;seq_region_start;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;seq_region_strand;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;prediction_exon;Insertion:NewTable;start_phase;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;contig_end;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;contig_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;contig_start;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;contig_strand;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;exon_count;SMALLINT;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;exon_rank;SMALLINTUNSIGNED;true;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;p_value;DOUBLE;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;score;DOUBLE;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Deletion:UpdateTable;start_phase;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Insertion:UpdateTable;seq_region_end;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Insertion:UpdateTable;seq_region_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Insertion:UpdateTable;seq_region_start;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;prediction_transcript;Insertion:UpdateTable;seq_region_strand;TINYINT;false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Deletion:UpdateTable;contig_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;protein_align_feature;Insertion:UpdateTable;seq_region_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Deletion:UpdateTable;chromosome_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Deletion:UpdateTable;end;INT;false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Deletion:UpdateTable;start;INT;false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Insertion:UpdateTable;seq_region_end;INT;false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Insertion:UpdateTable;seq_region_id;INT;false;0;-
191;1065192491.sql;1073656202.sql;qtl_feature;Insertion:UpdateTable;seq_region_start;INT;false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Deletion:UpdateTable;contig_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;repeat_feature;Insertion:UpdateTable;seq_region_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;seq_region;Insertion:NewTable;coord_system_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;seq_region;Insertion:NewTable;length;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;seq_region;Insertion:NewTable;name;VARCHAR(40);false;0;-
191;1065192491.sql;1073656202.sql;seq_region;Insertion:NewTable;seq_region_id;INT(10);true;0;-
191;1065192491.sql;1073656202.sql;seq_region_attrib;Insertion:NewTable;attrib_type_id;SMALLINT(5);false;0;-
191;1065192491.sql;1073656202.sql;seq_region_attrib;Insertion:NewTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;seq_region_attrib;Insertion:NewTable;value;VARCHAR(255);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Deletion:UpdateTable;contig_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Deletion:UpdateTable;contig_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Deletion:UpdateTable;contig_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Deletion:UpdateTable;contig_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;simple_feature;Insertion:UpdateTable;seq_region_strand;TINYINT(1);false;0;-
191;1065192491.sql;1073656202.sql;stable_id_event;Update:TypeChange;new_stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;stable_id_event;Update:TypeChange;old_stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;transcript;Deletion:UpdateTable;exon_count;INT;false;0;-
191;1065192491.sql;1073656202.sql;transcript;Deletion:UpdateTable;translation_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;transcript;Insertion:UpdateTable;seq_region_end;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;transcript;Insertion:UpdateTable;seq_region_id;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;transcript;Insertion:UpdateTable;seq_region_start;INT(10);false;0;-
191;1065192491.sql;1073656202.sql;transcript;Insertion:UpdateTable;seq_region_strand;TINYINT(2);false;0;-
191;1065192491.sql;1073656202.sql;transcript_stable_id;Update:TypeChange;stable_id;VARCHAR(128);false;0;-
191;1065192491.sql;1073656202.sql;translation;Insertion:UpdateTable;transcript_id;INTUNSIGNED;false;0;-
191;1065192491.sql;1073656202.sql;translation_stable_id;Update:TypeChange;stable_id;VARCHAR(128);false;0;-
192;1073656202.sql;1076343079.sql;map_density;Deletion:DeleteTable;seq_region_end;INT(10);false;0;-
192;1073656202.sql;1076343079.sql;map_density;Deletion:DeleteTable;seq_region_id;INTUNSIGNED;true;0;-
192;1073656202.sql;1076343079.sql;map_density;Deletion:DeleteTable;seq_region_start;INT(10);true;0;-
192;1073656202.sql;1076343079.sql;map_density;Deletion:DeleteTable;type;VARCHAR(20);true;0;-
192;1073656202.sql;1076343079.sql;map_density;Deletion:DeleteTable;value;INT(10);false;0;-
193;1076343079.sql;1076581056.sql;coord_system;Update:TypeChange;attrib;SET('DEFAULT_VERSION','SEQUENCE_LEVEL');false;0;-
193;1076343079.sql;1076581056.sql;coord_system;Insertion:UpdateTable;rank;INT;false;0;-
194;1076581056.sql;1077706685.sql;-;-;-;-;-;-;-
195;1077706685.sql;1078165534.sql;-;-;-;-;-;-;-
196;1078165534.sql;1079013554.sql;-;-;-;-;-;-;-
197;1079013554.sql;1079013970.sql;-;-;-;-;-;-;-
198;1079013970.sql;1079367620.sql;-;-;-;-;-;-;-
199;1079367620.sql;1079373706.sql;repeat_consensus;Update:TypeChange;repeat_class;VARCHAR(100);false;0;-
199;1079367620.sql;1079373706.sql;repeat_consensus;Insertion:UpdateTable;repeat_type;VARCHAR(40);false;0;-
200;1079373706.sql;1079523840.sql;-;-;-;-;-;-;-
201;1079523840.sql;1080040957.sql;-;-;-;-;-;-;-
202;1080040957.sql;1081352619.sql;-;-;-;-;-;-;-
203;1081352619.sql;1082381337.sql;-;-;-;-;-;-;-
204;1082381337.sql;1083329996.sql;misc_set;Update:TypeChange;code;VARCHAR(25);false;0;-
205;1083329996.sql;1084282175.sql;transcript_attrib;Insertion:NewTable;attrib_type_id;SMALLINT(5);false;0;-
205;1083329996.sql;1084282175.sql;transcript_attrib;Insertion:NewTable;transcript_id;INT(10);false;0;-
205;1083329996.sql;1084282175.sql;transcript_attrib;Insertion:NewTable;value;VARCHAR(255);false;0;-
205;1083329996.sql;1084282175.sql;translation_attrib;Insertion:NewTable;attrib_type_id;SMALLINT(5);false;0;-
205;1083329996.sql;1084282175.sql;translation_attrib;Insertion:NewTable;translation_id;INT(10);false;0;-
205;1083329996.sql;1084282175.sql;translation_attrib;Insertion:NewTable;value;VARCHAR(255);false;0;-
206;1084282175.sql;1087209705.sql;-;-;-;-;-;-;-
207;1087209705.sql;1088608494.sql;-;-;-;-;-;-;-
208;1088608494.sql;1091543735.sql;prediction_transcript;Insertion:UpdateTable;display_label;VARCHAR(255);false;0;-
209;1091543735.sql;1092313928.sql;meta_coord;Insertion:UpdateTable;max_length;INT;false;0;-
210;1092313928.sql;1092327495.sql;-;-;-;-;-;-;-
211;1092327495.sql;1092653172.sql;-;-;-;-;-;-;-
212;1092653172.sql;1095679816.sql;exon_stable_id;Insertion:UpdateTable;created_date;DATETIME;false;0;-
212;1092653172.sql;1095679816.sql;exon_stable_id;Insertion:UpdateTable;modified_date;DATETIME;false;0;-
212;1092653172.sql;1095679816.sql;gene_stable_id;Insertion:UpdateTable;created_date;DATETIME;false;0;-
212;1092653172.sql;1095679816.sql;gene_stable_id;Insertion:UpdateTable;modified_date;DATETIME;false;0;-
212;1092653172.sql;1095679816.sql;transcript_stable_id;Insertion:UpdateTable;created_date;DATETIME;false;0;-
